Reserve,Taxon,Family,Scientific Name,Accepted Name,Common Name
Sedgwick Reserve ,Amphibiann ,,Ensatina eschscholtzii,,Monterey Salamander
Sedgwick Reserve ,Amphibiann ,,Pseudacris cadaverina,,California Tree Frog 
Sedgwick Reserve ,Amphibiann ,,Pseudacris regilla,,Pacific Chorus Frog
Sedgwick Reserve ,Amphibiann ,,Rana aurora draytonii,,California Red-legged Frog
Sedgwick Reserve ,Amphibiann ,,Rana catesbeiana,,Bullfrog
Sedgwick Reserve ,Amphibiann ,,Scaphiopus hammondii,,Western Spadefoot Toad
Sedgwick Reserve ,Bird,,(Amphispiza bilineata,,Black-throated Sparrow 
Sedgwick Reserve ,Bird,,Accipiter cooperii,,Cooper's Hawk 
Sedgwick Reserve ,Bird,,Accipiter striatus,,Sharp-shinned Hawk 
Sedgwick Reserve ,Bird,,Actitis macularius,,Spotted Sandpiper 
Sedgwick Reserve ,Bird,,Aeronautes saxatalis,,White-throated Swift 
Sedgwick Reserve ,Bird,,Agelaius phoeniceus,,Red-winged Blackbird 
Sedgwick Reserve ,Bird,,Agelaius tricolor,,Tricolored Blackbird 
Sedgwick Reserve ,Bird,,Aimophila ruficeps,,Rufous-crowned Sparrow 
Sedgwick Reserve ,Bird,,Ammodramus savannarum,,Grasshopper Sparrow 
Sedgwick Reserve ,Bird,,Anas americana,,American Wigeon
Sedgwick Reserve ,Bird,,Anas crecca,,Green-winged Teal 
Sedgwick Reserve ,Bird,,Anas cyanoptera,,Cinnamon Teal 
Sedgwick Reserve ,Bird,,Anas platyrhynchos,,Mallard
Sedgwick Reserve ,Bird,,Anthus rubescens,,American Pipit 
Sedgwick Reserve ,Bird,,Aphelocoma californica,,Western Scrub Jay 
Sedgwick Reserve ,Bird,,Aquila chrysaetos,,Goldern Eagle 
Sedgwick Reserve ,Bird,,Archilochus alexandri,,Black-chinned Hummingbird 
Sedgwick Reserve ,Bird,,Ardea alba,,Great Egret 
Sedgwick Reserve ,Bird,,Ardea herodias,,Great Blue Heron 
Sedgwick Reserve ,Bird,,Athene cunicularia,,Burrowing Owl
Sedgwick Reserve ,Bird,,Aythya affinis,,Lesser Scaup
Sedgwick Reserve ,Bird,,Aythya collaris,,Ring-necked Duck 
Sedgwick Reserve ,Bird,,Aythya valisineria,,Canvasback 
Sedgwick Reserve ,Bird,,Baeolophus inornatus,,Oak Titmouse 
Sedgwick Reserve ,Bird,,Bombycilla cedrorum,,Cedar Waxwing 
Sedgwick Reserve ,Bird,,Bubo virginianus,,Greater Horned Owl
Sedgwick Reserve ,Bird,,Bubulcus ibis,,Cattle Egret 
Sedgwick Reserve ,Bird,,Bucephala albeola,,Bufflehead
Sedgwick Reserve ,Bird,,Buteo jamaicensis,,Red-tailed Hawk
Sedgwick Reserve ,Bird,,Buteo lineatus,,Red-shouldered Hawk 
Sedgwick Reserve ,Bird,,Butorides virescens,,Green Heron 
Sedgwick Reserve ,Bird,,Calidris alba,,Sanderling 
Sedgwick Reserve ,Bird,,Callipepla californica,,California Quail 
Sedgwick Reserve ,Bird,,Calypte anna,,Anna's Hummingbird
Sedgwick Reserve ,Bird,,Calypte costae,,Costa's Hummingbird
Sedgwick Reserve ,Bird,,Carduelis lawrencei,,Lawrence's Goldfinch 
Sedgwick Reserve ,Bird,,Carduelis pinus,,Pine Siskin 
Sedgwick Reserve ,Bird,,Carduelis psaltria,,Lesser Goldfinch 
Sedgwick Reserve ,Bird,,Carduelis tristis,,American Goldfinch 
Sedgwick Reserve ,Bird,,Carpodacus mexicanus,,House Finch 
Sedgwick Reserve ,Bird,,Carpodacus purpureus,,Purple Finch 
Sedgwick Reserve ,Bird,,Cathartes aura,,Turkey Vulture 
Sedgwick Reserve ,Bird,,Catharus guttatus,,Hermit Thrush 
Sedgwick Reserve ,Bird,,Catharus ustulatus,,Swainson's Thrush 
Sedgwick Reserve ,Bird,,Catherpes mexicanus,,Canyon Wren
Sedgwick Reserve ,Bird,,Certhia americana,,Brown Creeper 
Sedgwick Reserve ,Bird,,Ceryle alcyon,,Belted Kingfisher 
Sedgwick Reserve ,Bird,,Chaetura vauxi,,Vaux's Swift 
Sedgwick Reserve ,Bird,,Chamaea fasciata,,Wrentit
Sedgwick Reserve ,Bird,,Charadrius vociferus,,Killdeer 
Sedgwick Reserve ,Bird,,Chondestes grammacus,,Lark Sparrow 
Sedgwick Reserve ,Bird,,Circus cyaneus,,Northern Harrier 
Sedgwick Reserve ,Bird,,Cistothorus palustris,,Marsh Wren
Sedgwick Reserve ,Bird,,Coccothraustes vespertinus,,Evening Grosbeak 
Sedgwick Reserve ,Bird,,Colaptes auratus,,Northern Flicker 
Sedgwick Reserve ,Bird,,Columba livia,,Rock Pigeon
Sedgwick Reserve ,Bird,,Contopus cooperi,,Olive-sided Flycatcher 
Sedgwick Reserve ,Bird,,Contopus sordidulus,,Western Wood-Pewee
Sedgwick Reserve ,Bird,,Corvus brachyrhynchos,,American Crow 
Sedgwick Reserve ,Bird,,Corvus corax,,Common Raven 
Sedgwick Reserve ,Bird,,Cyanocitta stelleri,,Steller's Jay 
Sedgwick Reserve ,Bird,,Dendroica coronata,,Yellow-rumped Warbler 
Sedgwick Reserve ,Bird,,Dendroica nigrescens,,Black-throated Gray Warbler 
Sedgwick Reserve ,Bird,,Dendroica occidentalis,,Hermit Warbler 
Sedgwick Reserve ,Bird,,Dendroica palmarum,,Palm Warbler 
Sedgwick Reserve ,Bird,,Dendroica petechia,,Yellow Warbler 
Sedgwick Reserve ,Bird,,Dendroica townsendi,,Townsend's Warbler 
Sedgwick Reserve ,Bird,,Elanus leucurus,,White-tailed Kite 
Sedgwick Reserve ,Bird,,Empidonax difficilis,,Pacific-slope Flycatcher 
Sedgwick Reserve ,Bird,,Empidonax oberholseri,,Dusky Flycatcher 
Sedgwick Reserve ,Bird,,Eremophila alpestris,,Horned Lark 
Sedgwick Reserve ,Bird,,Euphagus cyanocephalus,,Brewer's Blackbird 
Sedgwick Reserve ,Bird,,Falco columbarius,,Merlin
Sedgwick Reserve ,Bird,,Falco mexicanus,,Prairie Falcon
Sedgwick Reserve ,Bird,,Falco peregrinus,,Peregrine Falcon
Sedgwick Reserve ,Bird,,Falco sparverius,,American Kestrel
Sedgwick Reserve ,Bird,,Fulica americana,,American Coot 
Sedgwick Reserve ,Bird,,Gallinago gallinago,,Common Snipe
Sedgwick Reserve ,Bird,,Geococcyx californianus,,Greater Roadrunner
Sedgwick Reserve ,Bird,,Geothlypis trichas,,Common Yellowthroat 
Sedgwick Reserve ,Bird,,Glaucidium gnoma,,Northern Pygmy-Owl
Sedgwick Reserve ,Bird,,Gymnogyps californianus,,California Condor 
Sedgwick Reserve ,Bird,,Haliaeetus leucocephalus,,Bald Eagle 
Sedgwick Reserve ,Bird,,Hirundo rustica,,Barn Swallow 
Sedgwick Reserve ,Bird,,Icteria virens,,Yellow-breasted Chat 
Sedgwick Reserve ,Bird,,Icterus bullockii,,Bullock's Oriole 
Sedgwick Reserve ,Bird,,Icterus cucullatus,,Hooded Oriole 
Sedgwick Reserve ,Bird,,Ixoreus naevius,,Varied Thrush 
Sedgwick Reserve ,Bird,,Lanius ludovicianus,,Loggerhead Shrike 
Sedgwick Reserve ,Bird,,Lophodytes cucullatus,,Hooded Merganser 
Sedgwick Reserve ,Bird,,Megascops kennicottii,,Western Screech-Owl
Sedgwick Reserve ,Bird,,Melanerpes formicivorus,,Acorn Woodpecker 
Sedgwick Reserve ,Bird,,Melanerpes lewis,,Lewis's Woodpecker
Sedgwick Reserve ,Bird,,Meleagris gallopavo,,Wild Turkey 
Sedgwick Reserve ,Bird,,Melospiza lincolnii,,Lincoln's Sparrow 
Sedgwick Reserve ,Bird,,Melospiza melodia,,Song Sparrow 
Sedgwick Reserve ,Bird,,Mergus merganser,,Common Merganser 
Sedgwick Reserve ,Bird,,Mimus polyglottos,,Northern Mockingbird
Sedgwick Reserve ,Bird,,Molothrus ater,,Brown-headed Cowbird 
Sedgwick Reserve ,Bird,,Myiarchus cinerascens,,Ash-throated Flycatcher 
Sedgwick Reserve ,Bird,,Nycticorax nycticorax,,Black-crowned Night Heron 
Sedgwick Reserve ,Bird,,Oporornis tolmiei,,MacGillivray's Warbler 
Sedgwick Reserve ,Bird,,Oreortyx pictus,,Mountain Quail 
Sedgwick Reserve ,Bird,,Oreoscoptes montanus,,Sage Thrasher 
Sedgwick Reserve ,Bird,,Oxyura jamaicensis,,Ruddy Duck 
Sedgwick Reserve ,Bird,,Passer domesticus,,House Sparrow 
Sedgwick Reserve ,Bird,,Passerculus sandwichensis,,Savannah Sparrow 
Sedgwick Reserve ,Bird,,Passerella iliaca,,Fox Sparrow 
Sedgwick Reserve ,Bird,,Passerina amoena,,Lazuli Bunting 
Sedgwick Reserve ,Bird,,Passerina caerulea,,Blue Grosbeak 
Sedgwick Reserve ,Bird,,Patagioenas fasciata,,Band-tailed Pigeon
Sedgwick Reserve ,Bird,,Pelecanus erythrorhynchos,,American White Pelican 
Sedgwick Reserve ,Bird,,Petrochelidon pyrrhonota,,Cliff Swallow 
Sedgwick Reserve ,Bird,,Phainopepla nitens,,Phainopepla 
Sedgwick Reserve ,Bird,,Phalacrocorax auritus,,Double Crested Cormorant 
Sedgwick Reserve ,Bird,,Phalaenoptilus nuttallii,,Common Poorwill
Sedgwick Reserve ,Bird,,Pheucticus melanocephalus,,Black-headed Grosbeak 
Sedgwick Reserve ,Bird,,Pica nuttalli,,Yellow-billed Magpie 
Sedgwick Reserve ,Bird,,Picoides albolarvatus,,White-headed Woodpecker 
Sedgwick Reserve ,Bird,,Picoides nuttallii,,Nuttall's Woodpecker 
Sedgwick Reserve ,Bird,,Picoides pubescens,,Downy Woodpecker 
Sedgwick Reserve ,Bird,,Picoides villosus,,Hairy Woodpecker 
Sedgwick Reserve ,Bird,,Pipilo crissalis,,California Towhee
Sedgwick Reserve ,Bird,,Pipilo maculatus,,Spotted Towhee 
Sedgwick Reserve ,Bird,,Piranga ludoviciana,,Western Tanager 
Sedgwick Reserve ,Bird,,Podilymbus podiceps,,Pied-billed Grebe 
Sedgwick Reserve ,Bird,,Poecile gambeli,,Mountain Chickadee
Sedgwick Reserve ,Bird,,Polioptila caerulea,,Blue-gray Gnatcatcher 
Sedgwick Reserve ,Bird,,Pooecetes gramineus,,Vesper Sparrow 
Sedgwick Reserve ,Bird,,Porzana carolina,,Sora
Sedgwick Reserve ,Bird,,Psaltriparus minimus,,Bushtit 
Sedgwick Reserve ,Bird,,Quiscalus mexicanus,,Great-tailed Grackle
Sedgwick Reserve ,Bird,,Rallus limicola,,Virginia Rail
Sedgwick Reserve ,Bird,,Regulus calendula,,Ruby-crowned Kinglet 
Sedgwick Reserve ,Bird,,Regulus satrapa,,Golden-crowned Kinglet 
Sedgwick Reserve ,Bird,,Salpinctes obsoletus,,Rock Wren
Sedgwick Reserve ,Bird,,Sayornis nigricans,,Black Phoebe 
Sedgwick Reserve ,Bird,,Sayornis saya,,Say's Phoebe
Sedgwick Reserve ,Bird,,Selasphorus rufus,,Rufous Hummingbird
Sedgwick Reserve ,Bird,,Selasphorus sasin,,Allen's Hummingbird
Sedgwick Reserve ,Bird,,Sialia mexicana,,Western Bluebird 
Sedgwick Reserve ,Bird,,Sitta canadensis,,Red-breasted Nuthatch
Sedgwick Reserve ,Bird,,Sitta carolinensis,,White-breasted Nuthatch 
Sedgwick Reserve ,Bird,,Sitta pygmaea,,Pygmy Nuthatch
Sedgwick Reserve ,Bird,,Sphyrapicus nuchalis,,Red-naped Sapsucker 
Sedgwick Reserve ,Bird,,Sphyrapicus ruber,,Red-breasted Sapsucker 
Sedgwick Reserve ,Bird,,Sphyrapicus varius,,Yellow-bellied Sapsucker
Sedgwick Reserve ,Bird,,Spizella passerina,,Chipping Sparrow 
Sedgwick Reserve ,Bird,,Stelgidopteryx serripennis,,Northern Rough-winged Swallow 
Sedgwick Reserve ,Bird,,Stellula calliope,,Calliope Hummingbird
Sedgwick Reserve ,Bird,,Streptopelia decaocto,,Eurasian Collared-Dove
Sedgwick Reserve ,Bird,,Sturnella neglecta,,Western Meadowlark 
Sedgwick Reserve ,Bird,,Sturnus vulgaris,,European Starling 
Sedgwick Reserve ,Bird,,Tachycineta bicolor,,Tree Swallow 
Sedgwick Reserve ,Bird,,Tachycineta thalassina,,Violet-Green Swallow 
Sedgwick Reserve ,Bird,,Thryomanes bewickii,,Bewick's Wren
Sedgwick Reserve ,Bird,,Toxostoma redivivum,,California Thrasher 
Sedgwick Reserve ,Bird,,Tringa melanoleuca,,Greater Yellowlegs
Sedgwick Reserve ,Bird,,Tringa solitaria,,Solitary Sandpiper
Sedgwick Reserve ,Bird,,Troglodytes aedon,,House Wren 
Sedgwick Reserve ,Bird,,Turdus migratorius,,American Robin 
Sedgwick Reserve ,Bird,,Tyrannus verticalis,,Western Kingbird 
Sedgwick Reserve ,Bird,,Tyrannus vociferans,,Cassin's Kingbird 
Sedgwick Reserve ,Bird,,Tyto alba,,Barn Owl
Sedgwick Reserve ,Bird,,Vermivora celata,,Orange-crowned Warbler 
Sedgwick Reserve ,Bird,,Vermivora ruficapilla,,Nashville Warbler 
Sedgwick Reserve ,Bird,,Vireo cassinii,,Cassin's Vireo 
Sedgwick Reserve ,Bird,,Vireo gilvus,,Warbling Vireo 
Sedgwick Reserve ,Bird,,Vireo huttoni,,Hutton's Vireo
Sedgwick Reserve ,Bird,,Vireo plumbeus,,Plumbeous Vireo
Sedgwick Reserve ,Bird,,Wilsonia pusilla,,Wilson's Warbler 
Sedgwick Reserve ,Bird,,Zenaida macroura,,Mourning Dove
Sedgwick Reserve ,Bird,,Zonotrichia albicollis,,White-throated Sparrow 
Sedgwick Reserve ,Bird,,Zonotrichia atricapilla,,Golden-crowned Sparrow 
Sedgwick Reserve ,Bird,,Zonotrichia leucophrys,,White-crowned Sparrow 
Sedgwick Reserve ,Bird ,,Junco hyemalis,,Dark-eyed Junco
Sedgwick Reserve ,Insect,Noctuidae, Properigea albimacula ,,
Sedgwick Reserve ,Insect,Noctuidae, Protorthodes hanhami  ,,
Sedgwick Reserve ,Insect,Noctuidae, Protorthodes perforata   ,,
Sedgwick Reserve ,Insect,Noctuidae, Protorthodes rufula  ,,
Sedgwick Reserve ,Insect,Arctiidae,A. (N.) proxima ,,
Sedgwick Reserve ,Insect,Noctuidae,A. cinefacta ,,
Sedgwick Reserve ,Insect,Noctuidae,A. cuculliformis ,,
Sedgwick Reserve ,Insect,Noctuidae,A. paviae?                                       ,,
Sedgwick Reserve ,Insect,Noctuidae,Abagrotis denticulata ,,
Sedgwick Reserve ,Insect,Noctuidae,Abagrotis sp.,,
Sedgwick Reserve ,Insect,Noctuidae,Abagrotis sp.,,
Sedgwick Reserve ,Insect,Noctuidae,Acerra normalis   ,,
Sedgwick Reserve ,Insect,Crambidae,Achyra occidentalis,,
Sedgwick Reserve ,Insect,Tortricidae,Acleris maximana,,
Sedgwick Reserve ,Insect,Acrolophidae,Acrolophus kearfotti,,
Sedgwick Reserve ,Insect,Acrolophidae,Acrolophus laticapitanus,,
Sedgwick Reserve ,Insect,Acrolophidae,Acrolophus laticapitanus (large),,
Sedgwick Reserve ,Insect,Noctuidae,Acronicta marmorata,,
Sedgwick Reserve ,Insect,Noctuidae,Acronicta perdita ,,
Sedgwick Reserve ,Insect,Noctuidae,Admetovis similaris ,,
Sedgwick Reserve ,Insect,Geometridae,Aethaloida packardaria,,
Sedgwick Reserve ,Insect,Noctuidae,Agrotis aenipennis ,,
Sedgwick Reserve ,Insect,Noctuidae,Agrotis ipsilon,,
Sedgwick Reserve ,Insect,Tortricidae,Amorbia cuneana,,
Sedgwick Reserve ,Insect,Acrolophidae,Amydria sp. (speckled FW & plain)  ,,
Sedgwick Reserve ,Insect,Acrolophidae,Amydria trifida,,
Sedgwick Reserve ,Insect,Geometridae,Anacamptodes fragilaria,,
Sedgwick Reserve ,Insect,Cosmopterigidae,Anoncia sp.,,
Sedgwick Reserve ,Insect,Tortricidae,Anopina triangulana,,
Sedgwick Reserve ,Insect,Pterophoridae,Anstenoptilia marmarodactyla,,
Sedgwick Reserve ,Insect,Saturniidae,Antheraea polyphemus,,
